# GREAT version 4.0.4	Species assembly: hg19	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
# Ontology summary statistics are provided in the footer.
#
# Ontology	ID	Desc	BinomRank	BinomP	BinomBonfP	BinomFdrQ	RegionFoldEnrich	ExpRegions	ObsRegions	GenomeFrac	SetCov	HyperRank	HyperP	HyperBonfP	HyperFdrQ	GeneFoldEnrich	ExpGenes	ObsGenes	TotalGenes	GeneSetCov	TermCov	Regions	Genes
Ensembl Genes	16102	HIST1H2BF	17	2.867165e-6	5.318304e-2	3.128414e-3	1.154515e+2	2.598494e-2	3	2.096913e-6	2.420917e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1	HIST1H2BF
Ensembl Genes	7848	ASGR1	18	4.027024e-6	7.469727e-2	4.149848e-3	1.500750e+1	3.998000e-1	6	3.226275e-5	4.841833e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1,E1,E1,E1	ASGR1
Ensembl Genes	16097	HIST1H2BD	19	5.745428e-6	1.065719e-1	5.609050e-3	3.610115e+1	1.107998e-1	4	8.941237e-6	3.227889e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1,E1	HIST1H2BD
Ensembl Genes	20236	RPL10	20	6.433637e-6	1.193375e-1	5.966877e-3	3.507164e+1	1.140523e-1	4	9.203700e-6	3.227889e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1,E1	RPL10
Ensembl Genes	16141	HIST1H2BN	21	6.684514e-6	1.239911e-1	5.904336e-3	3.473008e+1	1.151739e-1	4	9.294217e-6	3.227889e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1,E1	HIST1H2BN
Ensembl Genes	2252	HNRNPF	22	7.628068e-6	1.414930e-1	6.431502e-3	1.940883e+1	2.576147e-1	5	2.078879e-5	4.034861e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1,E1,E1	HNRNPF
Ensembl Genes	970	TMEM167B	23	8.172213e-6	1.515864e-1	6.590712e-3	3.298849e+1	1.212544e-1	4	9.784895e-6	3.227889e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1,E1	TMEM167B
Ensembl Genes	9271	KLF16	24	1.212526e-5	2.249114e-1	9.371310e-3	2.981316e+1	1.341689e-1	4	1.082706e-5	3.227889e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1,E1	KLF16
Ensembl Genes	16101	HIST1H2AD	25	1.376293e-5	2.552886e-1	1.021154e-2	6.813306e+1	4.403149e-2	3	3.553219e-6	2.420917e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1	HIST1H2AD
Ensembl Genes	7887	MPDU1	26	1.524659e-5	2.828090e-1	1.087727e-2	6.582182e+1	4.557759e-2	3	3.677985e-6	2.420917e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1	MPDU1
Ensembl Genes	17058	ACTB	27	1.550846e-5	2.876664e-1	1.065431e-2	1.672628e+1	2.989308e-1	5	2.412289e-5	4.034861e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1,E1,E1	ACTB
Ensembl Genes	14229	RTP2	28	1.583575e-5	2.937373e-1	1.049062e-2	1.665293e+1	3.002474e-1	5	2.422913e-5	4.034861e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1,E1,E1	RTP2
Ensembl Genes	6269	GOLGA8O	29	1.775379e-5	3.293151e-1	1.135569e-2	8.966607e+0	7.806744e-1	7	6.299825e-5	5.648806e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1,E1,E1,E1,E1	GOLGA8O
Ensembl Genes	10025	ZFP36	30	2.043499e-5	3.790486e-1	1.263495e-2	5.962889e+1	5.031118e-2	3	4.059973e-6	2.420917e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1	ZFP36
Ensembl Genes	7059	RSL1D1	31	2.441992e-5	4.529651e-1	1.461178e-2	1.087720e+1	5.516127e-1	6	4.451362e-5	4.841833e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1,E1,E1,E1	RSL1D1
Ensembl Genes	14281	CEP19	32	2.541837e-5	4.714853e-1	1.473392e-2	1.507042e+1	3.317758e-1	5	2.677338e-5	4.034861e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1,E1,E1	CEP19
Ensembl Genes	13565	TUSC2	33	2.597870e-5	4.818789e-1	1.460239e-2	5.498562e+1	5.455972e-2	3	4.402818e-6	2.420917e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1	TUSC2
Ensembl Genes	13566	RASSF1	34	2.604588e-5	4.831250e-1	1.420956e-2	5.493765e+1	5.460736e-2	3	4.406662e-6	2.420917e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1	RASSF1
Ensembl Genes	13206	TYMP	35	3.561905e-5	6.606978e-1	1.887708e-2	4.941919e+1	6.070516e-2	3	4.898738e-6	2.420917e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1	TYMP
Ensembl Genes	8768	H3F3B	36	3.600332e-5	6.678256e-1	1.855071e-2	4.924003e+1	6.092603e-2	3	4.916562e-6	2.420917e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1	H3F3B
Ensembl Genes	8856	TMEM105	37	3.945852e-5	7.319161e-1	1.978152e-2	7.895969e+0	8.865284e-1	7	7.154038e-5	5.648806e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1,E1,E1,E1,E1	TMEM105
Ensembl Genes	16209	PPP1R18	38	4.230735e-5	7.847590e-1	2.065155e-2	4.662194e+1	6.434738e-2	3	5.192655e-6	2.420917e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1	PPP1R18
Ensembl Genes	16089	HIST1H3C	39	4.403631e-5	8.168295e-1	2.094435e-2	4.599355e+1	6.522654e-2	3	5.263601e-6	2.420917e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1	HIST1H3C
Ensembl Genes	11011	SERTAD2	40	4.417904e-5	8.194770e-1	2.048693e-2	5.029798e+0	1.988151e+0	10	1.604383e-4	8.069722e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1,E1,E1,E1,E1,E1,E1,E1	SERTAD2
Ensembl Genes	16484	MAD2L1BP	41	4.798697e-5	8.901103e-1	2.171001e-2	4.467360e+1	6.715376e-2	3	5.419122e-6	2.420917e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1	MAD2L1BP
Ensembl Genes	2699	MXI1	42	5.693108e-5	1.000000e+0	2.514320e-2	6.261987e+0	1.277550e+0	8	1.030947e-4	6.455778e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1,E1,E1,E1,E1,E1	MXI1
Ensembl Genes	2999	TRIM22	43	5.961195e-5	1.000000e+0	2.571493e-2	1.975133e+1	2.025180e-1	4	1.634264e-5	3.227889e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1,E1	TRIM22
Ensembl Genes	4267	SLC2A3	44	5.969320e-5	1.000000e+0	2.516475e-2	9.243636e+0	6.490953e-1	6	5.238019e-5	4.841833e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1,E1,E1,E1	SLC2A3
Ensembl Genes	19291	PPAPDC3	45	6.179629e-5	1.000000e+0	2.547243e-2	6.187752e+0	1.292877e+0	8	1.043316e-4	6.455778e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1,E1,E1,E1,E1,E1	PPAPDC3
Ensembl Genes	7847	ASGR2	46	6.402277e-5	1.000000e+0	2.581649e-2	1.237993e+1	4.038797e-1	5	3.259197e-5	4.034861e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1,E1,E1	ASGR2
Ensembl Genes	7918	AURKB	47	7.153629e-5	1.000000e+0	2.823248e-2	1.883423e+1	2.123793e-1	4	1.713842e-5	3.227889e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1,E1	AURKB
Ensembl Genes	9630	ZSWIM4	48	7.720159e-5	1.000000e+0	2.983359e-2	1.189253e+1	4.204321e-1	5	3.392770e-5	4.034861e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1,E1,E1	ZSWIM4
Ensembl Genes	15971	NQO2	49	7.726452e-5	1.000000e+0	2.924856e-2	1.189045e+1	4.205057e-1	5	3.393364e-5	4.034861e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1,E1,E1	NQO2
Ensembl Genes	8129	EVI2B	50	7.865034e-5	1.000000e+0	2.917770e-2	3.777450e+1	7.941865e-2	3	6.408865e-6	2.420917e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1	EVI2B
Ensembl Genes	9493	FBXL12	51	7.967140e-5	1.000000e+0	2.897696e-2	1.831182e+1	2.184381e-1	4	1.762735e-5	3.227889e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1,E1	FBXL12
Ensembl Genes	13205	SCO2	52	8.393317e-5	1.000000e+0	2.993993e-2	3.694841e+1	8.119429e-2	3	6.552154e-6	2.420917e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1	SCO2
Ensembl Genes	20235	EMD	53	8.748139e-5	1.000000e+0	3.061684e-2	3.643151e+1	8.234629e-2	3	6.645117e-6	2.420917e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1	EMD
Ensembl Genes	9913	COX6B1	54	8.821345e-5	1.000000e+0	3.030132e-2	3.632834e+1	8.258015e-2	3	6.663989e-6	2.420917e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1	COX6B1
Ensembl Genes	10498	OSCAR	55	9.381746e-5	1.000000e+0	3.164036e-2	3.557461e+1	8.432981e-2	3	6.805181e-6	2.420917e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1	OSCAR
Ensembl Genes	1159	ANP32E	56	9.444378e-5	1.000000e+0	3.128282e-2	1.138754e+1	4.390763e-1	5	3.543224e-5	4.034861e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1,E1,E1	ANP32E
Ensembl Genes	7058	ZC3H7A	57	1.002988e-4	1.000000e+0	3.263934e-2	1.124075e+1	4.448103e-1	5	3.589496e-5	4.034861e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1,E1,E1	ZC3H7A
Ensembl Genes	2253	ZNF487	58	1.026234e-4	1.000000e+0	3.282002e-2	8.364634e+0	7.173057e-1	6	5.788458e-5	4.841833e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1,E1,E1,E1	ZNF487
Ensembl Genes	7188	APOBR	59	1.029963e-4	1.000000e+0	3.238099e-2	3.446141e+1	8.705390e-2	3	7.025008e-6	2.420917e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1	APOBR
Ensembl Genes	1130	PPIAL4A	60	1.189943e-4	1.000000e+0	3.678709e-2	4.944400e+0	1.820241e+0	9	1.468884e-4	7.262750e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1,E1,E1,E1,E1,E1,E1	PPIAL4A
Ensembl Genes	19683	PLP2	61	1.244753e-4	1.000000e+0	3.785069e-2	1.629117e+1	2.455317e-1	4	1.981373e-5	3.227889e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1,E1	PLP2
Ensembl Genes	16208	DHX16	62	1.449383e-4	1.000000e+0	4.336227e-2	1.565178e+1	2.555619e-1	4	2.062314e-5	3.227889e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1,E1	DHX16
Ensembl Genes	411	ATPIF1	63	1.606424e-4	1.000000e+0	4.729771e-2	2.961053e+1	1.013153e-1	3	8.175863e-6	2.420917e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1	ATPIF1
Ensembl Genes	4368	ARHGDIB	64	1.718304e-4	1.000000e+0	4.980128e-2	2.893641e+1	1.036756e-1	3	8.366333e-6	2.420917e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1	ARHGDIB
Ensembl Genes	3583	EHBP1L1	65	1.722503e-4	1.000000e+0	4.915494e-2	2.891226e+1	1.037622e-1	3	8.373323e-6	2.420917e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1	EHBP1L1
Ensembl Genes	396	FGR	66	1.807206e-4	1.000000e+0	5.079070e-2	1.476692e+1	2.708757e-1	4	2.185892e-5	3.227889e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1,E1	FGR
Ensembl Genes	8614	VMP1	67	1.894194e-4	1.000000e+0	5.244090e-2	7.460555e+0	8.042297e-1	6	6.489910e-5	4.841833e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1,E1,E1,E1	VMP1
Ensembl Genes	5352	ELF1	68	1.954248e-4	1.000000e+0	5.330786e-2	6.081491e+0	1.151033e+0	7	9.288520e-5	5.648806e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1,E1,E1,E1,E1	ELF1
Ensembl Genes	19289	NUP214	69	1.978074e-4	1.000000e+0	5.317579e-2	7.400024e+0	8.108082e-1	6	6.542997e-5	4.841833e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1,E1,E1,E1	NUP214
Ensembl Genes	10055	SERTAD1	70	2.028554e-4	1.000000e+0	5.375378e-2	2.733765e+1	1.097388e-1	3	8.855613e-6	2.420917e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1	SERTAD1
Ensembl Genes	10112	ERF	71	2.068048e-4	1.000000e+0	5.402848e-2	2.715760e+1	1.104663e-1	3	8.914326e-6	2.420917e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1	ERF
Ensembl Genes	18560	GSDMD	72	2.070652e-4	1.000000e+0	5.334517e-2	2.714589e+1	1.105140e-1	3	8.918171e-6	2.420917e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1	GSDMD
Ensembl Genes	10207	FOSB	73	2.078894e-4	1.000000e+0	5.282384e-2	1.422999e+1	2.810965e-1	4	2.268370e-5	3.227889e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1,E1	FOSB
Ensembl Genes	8615	TUBD1	74	2.107847e-4	1.000000e+0	5.283575e-2	7.312030e+0	8.205656e-1	6	6.621736e-5	4.841833e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1,E1,E1,E1	TUBD1
Ensembl Genes	8594	BZRAP1	75	2.122901e-4	1.000000e+0	5.250359e-2	1.415128e+1	2.826599e-1	4	2.280987e-5	3.227889e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1,E1	BZRAP1
Ensembl Genes	7169	LCMT1	76	2.235871e-4	1.000000e+0	5.456996e-2	7.231196e+0	8.297383e-1	6	6.695757e-5	4.841833e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1,E1,E1,E1	LCMT1
Ensembl Genes	4268	FOXJ2	77	2.401903e-4	1.000000e+0	5.786091e-2	9.295909e+0	5.378710e-1	5	4.340470e-5	4.034861e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1,E1,E1	FOXJ2
Ensembl Genes	10026	PLEKHG2	78	2.538151e-4	1.000000e+0	6.035918e-2	2.531460e+1	1.185087e-1	3	9.563321e-6	2.420917e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1	PLEKHG2
Ensembl Genes	19174	ZBTB6	79	2.545179e-4	1.000000e+0	5.976016e-2	2.529057e+1	1.186213e-1	3	9.572407e-6	2.420917e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1	ZBTB6
Ensembl Genes	5173	RILPL2	80	2.726817e-4	1.000000e+0	6.322466e-2	1.324175e+1	3.020750e-1	4	2.437661e-5	3.227889e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1,E1	RILPL2
Ensembl Genes	7917	C17orf59	81	2.770189e-4	1.000000e+0	6.343733e-2	2.456501e+1	1.221249e-1	3	9.855141e-6	2.420917e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1	C17orf59
Ensembl Genes	17841	PDIA4	82	2.837589e-4	1.000000e+0	6.418834e-2	6.912330e+0	8.680141e-1	6	7.004633e-5	4.841833e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1,E1,E1,E1	PDIA4
Ensembl Genes	13191	ENSG00000073169	83	3.045772e-4	1.000000e+0	6.806750e-2	1.285758e+1	3.111004e-1	4	2.510494e-5	3.227889e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1,E1	ENSG00000073169
