# GREAT version 4.0.4	Species assembly: hg19	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
# Ontology summary statistics are provided in the footer.
#
# Ontology	ID	Desc	BinomRank	BinomP	BinomBonfP	BinomFdrQ	RegionFoldEnrich	ExpRegions	ObsRegions	GenomeFrac	SetCov	HyperRank	HyperP	HyperBonfP	HyperFdrQ	GeneFoldEnrich	ExpGenes	ObsGenes	TotalGenes	GeneSetCov	TermCov	Regions	Genes
GO Molecular Function	GO:0023026	MHC class II protein complex binding	159	1.738302e-3	1.000000e+0	4.561130e-2	2.127183e+0	9.402107e+0	20	7.587239e-4	1.613944e-3	320	2.327558e-2	1.000000e+0	3.034554e-1	1.427976e+0	9.804086e+0	14	16	1.231744e-3	8.750000e-1	E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1	ANXA11,ATP1B1,CD74,HLA-DMA,HLA-DMB,HLA-DOA,HLA-DRA,HLA-DRB1,HSP90AA1,HSP90AB1,HSPA8,MS4A1,PKM,YWHAE
GO Molecular Function	GO:0071723	lipopeptide binding	160	1.805010e-3	1.000000e+0	4.706564e-2	2.762614e+0	4.343713e+0	12	3.505256e-4	9.683667e-4	1285	4.147243e-1	1.000000e+0	1.000000e+0	1.142381e+0	6.127554e+0	7	10	6.158719e-4	7.000000e-1	E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1	CD14,CD1A,CD1D,LBP,TLR1,TLR2,TLR6
GO Molecular Function	GO:0036435	K48-linked polyubiquitin binding	161	1.875548e-3	1.000000e+0	4.860116e-2	3.667316e+0	2.181432e+0	8	1.760355e-4	6.455778e-4	388	5.290551e-2	1.000000e+0	5.688706e-1	1.631973e+0	3.676532e+0	6	6	5.278902e-4	1.000000e+0	E1,E1,E1,E1,E1,E1,E1,E1	FAM63A,FAM63B,IKBKE,UBXN1,UFD1L,VCP
GO Molecular Function	GO:0015105	arsenite transmembrane transporter activity	162	1.907077e-3	1.000000e+0	4.911312e-2	3.171090e+1	6.306979e-2	2	5.089557e-6	1.613944e-4	1514	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1	ASNA1
GO Molecular Function	GO:0001069	regulatory region RNA binding	163	1.931833e-3	1.000000e+0	4.944544e-2	3.327872e+0	2.704431e+0	9	2.182401e-4	7.262750e-4	996	3.754564e-1	1.000000e+0	1.000000e+0	1.631973e+0	1.225511e+0	2	2	1.759634e-4	1.000000e+0	E1,E1,E1,E1,E1,E1,E1,E1,E1	DHX9,MBNL1
GO Molecular Function	GO:0019865	immunoglobulin binding	164	1.950254e-3	1.000000e+0	4.961256e-2	2.023542e+0	1.087202e+1	22	8.773421e-4	1.775339e-3	2531	6.706470e-1	1.000000e+0	1.000000e+0	9.643474e-1	1.348062e+1	13	22	1.143762e-3	5.909091e-1	E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1	AMBP,CD4,FCAR,FCER1G,FCGR1A,FCGR1B,FCGR2A,FCGR3A,FCGR3B,FCGRT,LGALS3,LILRA2,MS4A2
GO Molecular Function	GO:0004176	ATP-dependent peptidase activity	165	1.963316e-3	1.000000e+0	4.964215e-2	4.735774e+0	1.266952e+0	6	1.022395e-4	4.841833e-4	588	1.409483e-1	1.000000e+0	1.000000e+0	1.631973e+0	2.451022e+0	4	4	3.519268e-4	1.000000e+0	E1,E1,E1,E1,E1,E1	CLPX,LONP1,LONP2,YME1L1
GO Molecular Function	GO:0061690	lipoamidase activity	166	1.986833e-3	1.000000e+0	4.993414e-2	1.236340e+1	2.426517e-1	3	1.958132e-5	2.420917e-4	1514	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1	SIRT4
GO Molecular Function	GO:0001671	ATPase activator activity	167	2.000760e-3	1.000000e+0	4.998306e-2	1.688897e+0	2.190779e+1	37	1.767898e-3	2.985797e-3	136	1.976814e-4	8.247268e-1	6.064168e-3	1.561017e+0	1.409337e+1	22	23	1.935597e-3	9.565217e-1	E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1	AHSA1,AHSA2,ATP1B1,ATP1B3,DNAJA1,DNAJA2,DNAJB1,DNAJB2,DNAJB4,DNAJB6,DNAJC1,DNAJC10,DNAJC2,DNAJC24,DNAJC7,HSCB,MYBPC3,NCAPH,RAB3A,RAB4A,TOR1AIP1,TOR1AIP2
GO Molecular Function	GO:0042054	histone methyltransferase activity	168	2.018937e-3	1.000000e+0	5.013694e-2	1.356253e+0	7.373254e+1	100	5.950011e-3	8.069722e-3	168	7.519120e-4	1.000000e+0	1.867248e-2	1.327706e+0	3.615257e+1	48	59	4.223122e-3	8.135593e-1	E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1	ASH1L,ASH2L,CXXC1,DOT1L,DPY30,EED,EHMT1,EHMT2,ENSG00000272333,EZH1,EZH2,FBL,KMT2A,KMT2C,KMT2D,KMT2E,MECOM,NSD1,NTMT1,PRDM16,PRDM2,PRDM7,PRMT1,PRMT2,PRMT3,PRMT5,PRMT6,PRMT7,RBBP5,SETD1A,SETD1B,SETD2,SETD3,SETD7,SETD8,SETDB1,SETDB2,SETMAR,SMYD3,SUV39H1,SUV39H2,SUV420H1,SUV420H2,SUZ12,WDR5,WDR82,WHSC1,WHSC1L1
GO Molecular Function	GO:0005225	volume-sensitive anion channel activity	169	2.066342e-3	1.000000e+0	5.101053e-2	2.716803e+0	4.416956e+0	12	3.564361e-4	9.683667e-4	2373	6.235470e-1	1.000000e+0	1.000000e+0	1.019983e+0	4.902043e+0	5	8	4.399085e-4	6.250000e-1	E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1	CLCN3,LRRC8A,LRRC8B,LRRC8C,LRRC8D
GO Molecular Function	GO:0008097	5S rRNA binding	170	2.163338e-3	1.000000e+0	5.309086e-2	2.474732e+0	5.657178e+0	14	4.565186e-4	1.129761e-3	229	4.563987e-3	1.000000e+0	8.314827e-2	1.631973e+0	6.740309e+0	11	11	9.677987e-4	1.000000e+0	E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1	EEF2,GLTSCR2,GTF3A,MDM2,MRPL18,RPF2,RPL11,RPL3,RPL5,RRS1,TST
GO Molecular Function	GO:0003697	single-stranded DNA binding	171	2.167262e-3	1.000000e+0	5.287612e-2	1.281370e+0	1.131601e+2	145	9.131707e-3	1.170110e-2	53	1.274210e-7	5.316004e-4	1.003020e-5	1.389600e+0	6.188830e+1	86	101	7.566426e-3	8.514851e-1	E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1	ANXA1,BLM,BRCA2,CDC45,CNBP,CRY2,CTC1,DDX11,DHX36,DHX9,ERCC1,ERCC5,FBXO18,FUBP1,HMGB1,HMGB2,HNRNPA1,HNRNPA2B1,HNRNPK,HNRNPU,HSF1,HSPD1,IGHMBP2,LONP1,LRPPRC,MCM4,MCM6,MCM7,MLH1,MLH3,MSH3,NABP1,NABP2,NEIL3,NME1,NUCKS1,NUP35,PCBP1,PCBP3,PMS1,PMS2,POLR2D,POLR2G,POLR2H,POLR3C,POT1,PRIM1,PRIM2,PURA,PURB,RAD23A,RAD23B,RAD50,RAD51,RAD51AP1,RAD51B,RAD51C,RAD51D,RAD52,RBMS1,RNF138,RPA1,RPA2,RPA3,RPA4,RTF1,SETMAR,SSBP1,SSBP2,SSBP3,SUB1,SWSAP1,TDP1,TDP2,TEN1,TERF1,TERF2,TERF2IP,TOP1,TREX1,TSN,WBP11,XPC,XRCC2,YBX1,YBX3
GO Molecular Function	GO:0023023	MHC protein complex binding	172	2.239599e-3	1.000000e+0	5.432330e-2	1.904942e+0	1.312376e+1	25	1.059051e-3	2.017431e-3	431	6.394218e-2	1.000000e+0	6.189484e-1	1.305578e+0	1.225511e+1	16	20	1.407707e-3	8.000000e-1	E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1	ANXA11,ATP1B1,CD74,FAM49B,HLA-DMA,HLA-DMB,HLA-DOA,HLA-DRA,HLA-DRB1,HSP90AA1,HSP90AB1,HSPA8,KLRD1,MS4A1,PKM,YWHAE
GO Molecular Function	GO:0035718	macrophage migration inhibitory factor binding	173	2.248129e-3	1.000000e+0	5.421500e-2	7.462504e+0	5.360131e-1	4	4.325477e-5	3.227889e-4	996	3.754564e-1	1.000000e+0	1.000000e+0	1.631973e+0	1.225511e+0	2	2	1.759634e-4	1.000000e+0	E1,E1,E1,E1	CD74,COPS5
GO Molecular Function	GO:0008327	methyl-CpG binding	174	2.257038e-3	1.000000e+0	5.411703e-2	2.036618e+0	1.031121e+1	21	8.320861e-4	1.694642e-3	431	6.394218e-2	1.000000e+0	6.189484e-1	1.305578e+0	1.225511e+1	16	20	1.407707e-3	8.000000e-1	E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1	CHTOP,DNMT1,ERH,LRWD1,MBD1,MBD2,MBD3,MBD3L1,MECP2,PRMT1,PRMT5,WDR77,ZBTB21,ZBTB33,ZBTB38,ZBTB4
GO Molecular Function	GO:0008379	thioredoxin peroxidase activity	175	2.281314e-3	1.000000e+0	5.438653e-2	3.551206e+0	2.252756e+0	8	1.817912e-4	6.455778e-4	473	8.635505e-2	1.000000e+0	7.616771e-1	1.631973e+0	3.063777e+0	5	5	4.399085e-4	1.000000e+0	E1,E1,E1,E1,E1,E1,E1,E1	PRDX1,PRDX2,PRDX3,PRDX4,PRDX5
GO Molecular Function	GO:0050333	thiamin-triphosphatase activity	176	2.306268e-3	1.000000e+0	5.466903e-2	2.877474e+1	6.950540e-2	2	5.608893e-6	1.613944e-4	1514	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1	THTPA
GO Molecular Function	GO:0102005	2-octaprenyl-6-methoxy-1,4-benzoquinone methylase activity	177	2.340790e-3	1.000000e+0	5.517388e-2	1.166392e+1	2.572033e-1	3	2.075559e-5	2.420917e-4	1514	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1	COQ5
GO Molecular Function	GO:0051861	glycolipid binding	178	2.491124e-3	1.000000e+0	5.838747e-2	1.982135e+0	1.109914e+1	22	8.956701e-4	1.775339e-3	1453	5.337736e-1	1.000000e+0	1.000000e+0	1.030720e+0	1.164235e+1	12	19	1.055780e-3	6.315789e-1	E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1	GLTP,GPAA1,LYN,MPPE1,PIGK,PIGU,PLEKHA8,PSAP,RTN4R,SELL,SELP,THY1
GO Molecular Function	GO:0032089	NACHT domain binding	179	2.505913e-3	1.000000e+0	5.840597e-2	7.239188e+0	5.525482e-1	4	4.458911e-5	3.227889e-4	2772	8.500544e-1	1.000000e+0	1.000000e+0	8.159863e-1	1.225511e+0	1	2	8.798170e-5	5.000000e-1	E1,E1,E1,E1	CARD8
GO Molecular Function	GO:0019781	NEDD8 activating enzyme activity	180	2.507572e-3	1.000000e+0	5.811995e-2	1.138144e+1	2.635869e-1	3	2.127073e-5	2.420917e-4	996	3.754564e-1	1.000000e+0	1.000000e+0	1.631973e+0	1.225511e+0	2	2	1.759634e-4	1.000000e+0	E1,E1,E1	NAE1,UBA3
GO Molecular Function	GO:0016891	endoribonuclease activity, producing 5'-phosphomonoesters	181	2.551185e-3	1.000000e+0	5.880411e-2	1.607345e+0	2.613004e+1	42	2.108622e-3	3.389283e-3	128	1.219195e-4	5.086482e-1	3.973814e-3	1.519423e+0	1.776991e+1	27	29	2.375506e-3	9.310345e-1	E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1	AGO2,APEX1,DBR1,DGCR8,DICER1,DROSHA,EDC3,ELAC1,ELAC2,ENDOV,ENSG00000255767,ENSG00000267699,EXO1,FEN1,KIAA0391,MRPL44,POP1,POP4,POP5,POP7,RNASEH1,RNASEH2B,RPP14,RPP21,RPP30,RPP38,RPP40
GO Molecular Function	GO:0008186	RNA-dependent ATPase activity	182	2.684243e-3	1.000000e+0	6.153111e-2	1.379225e+0	6.162882e+1	85	4.973275e-3	6.859264e-3	55	1.552868e-7	6.478565e-4	1.177921e-5	1.463975e+0	4.166737e+1	61	68	5.366884e-3	8.970588e-1	E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1	DDX1,DDX10,DDX11,DDX17,DDX18,DDX19A,DDX19B,DDX20,DDX21,DDX23,DDX24,DDX25,DDX27,DDX28,DDX31,DDX39A,DDX3X,DDX41,DDX42,DDX43,DDX46,DDX47,DDX49,DDX5,DDX50,DDX51,DDX52,DDX54,DDX55,DDX56,DDX59,DDX6,DHX15,DHX16,DHX29,DHX30,DHX33,DHX34,DHX35,DHX36,DHX37,DHX38,DHX40,DHX57,DHX8,DHX9,DQX1,EIF4A1,EIF4A2,EIF4A3,G3BP1,HELB,HELQ,IGHMBP2,MOV10L1,SKIV2L,SKIV2L2,SNRNP200,SUPV3L1,UPF1,YTHDC2
GO Molecular Function	GO:0016811	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides	183	2.795147e-3	1.000000e+0	6.372324e-2	1.338706e+0	7.544597e+1	101	6.088280e-3	8.150420e-3	181	1.422146e-3	1.000000e+0	3.278007e-2	1.251179e+0	5.514799e+1	69	90	6.070737e-3	7.666667e-1	E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1	ACER2,ACER3,ACY1,AFMID,AGA,AMDHD2,ARID4A,ARID4B,ASAH1,ASAH2,ASRGL1,ATXN3L,BRMS1,BRMS1L,BTD,CAT,CHD3,CHD4,DARS,ENSG00000259784,GLS,HDAC1,HDAC10,HDAC11,HDAC2,HDAC3,HDAC4,HDAC5,HDAC6,HDAC7,HDAC8,HDAC9,HMG20B,KDM1A,MBD3,MIER1,MIER2,MTA2,MTA3,NACC2,NADSYN1,NDST1,NDST2,NGLY1,NIT2,PDF,PHF21A,PIGL,QRSL1,RBBP4,RBBP7,RCOR1,REST,SAP18,SAP30,SAP30L,SIN3A,SIN3B,SIRT1,SIRT2,SIRT3,SIRT4,SIRT5,SIRT6,SIRT7,SUDS3,VNN1,VNN3,WDYHV1
GO Molecular Function	GO:0005536	glucose binding	184	2.803722e-3	1.000000e+0	6.357135e-2	2.186307e+0	7.775670e+0	17	6.274750e-4	1.371853e-3	909	3.271744e-1	1.000000e+0	1.000000e+0	1.186889e+0	6.740309e+0	8	11	7.038536e-4	7.272727e-1	E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1	G6PD,GYS1,HK1,HK2,HK3,PYGL,SLC2A3,UGP2
GO Molecular Function	GO:0008234	cysteine-type peptidase activity	185	2.829780e-3	1.000000e+0	6.381536e-2	1.213570e+0	1.796353e+2	218	1.449607e-2	1.759199e-2	164	6.411810e-4	1.000000e+0	1.631102e-2	1.183814e+0	1.182618e+2	140	193	1.231744e-2	7.253886e-1	E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1	ADGB,ALG13,ANKZF1,ATG4A,ATG4B,ATG4C,ATG4D,ATXN3,ATXN3L,ATXN7,BAP1,BRCC3,CAPN1,CAPN10,CAPN15,CAPN2,CAPN7,CAPN8,CAPNS1,CASP1,CASP10,CASP2,CASP3,CASP4,CASP5,CASP6,CASP7,CASP8,CASP9,CFLAR,COPS4,COPS5,CTSB,CTSC,CTSD,CTSH,CTSO,CTSS,CTSV,CTSZ,CYLD,EIF3F,ESPL1,FAM105B,FAM188A,FAM188B,FAM63A,FAM63B,GCA,JOSD1,JOSD2,LGMN,MALT1,MYSM1,OTUB1,OTUB2,OTUD1,OTUD4,OTUD5,OTUD6B,OTUD7A,PDCD6,PDIA3,PEF1,PGPEP1,PGPEP1L,PIGK,PSMD14,PYCARD,RCE1,SENP1,SENP2,SENP3,SENP5,SENP6,SENP7,SRI,STAMBP,TADA2B,TADA3,TAF10,TAF9B,TANK,TNFAIP3,TRRAP,UCHL3,UCHL5,UFD1L,UFSP2,USP1,USP10,USP11,USP12,USP13,USP14,USP15,USP16,USP18,USP19,USP2,USP20,USP21,USP22,USP24,USP25,USP27X,USP28,USP3,USP30,USP32,USP33,USP34,USP35,USP36,USP37,USP38,USP39,USP4,USP40,USP41,USP42,USP45,USP46,USP47,USP48,USP49,USP5,USP51,USP54,USP6,USP7,USP8,USP9X,USPL1,VCPIP1,WDR20,WDR48,YOD1,ZC3H12A,ZRANB1
GO Molecular Function	GO:0047708	biotinidase activity	186	2.829923e-3	1.000000e+0	6.347548e-2	6.996052e+0	5.717511e-1	4	4.613872e-5	3.227889e-4	996	3.754564e-1	1.000000e+0	1.000000e+0	1.631973e+0	1.225511e+0	2	2	1.759634e-4	1.000000e+0	E1,E1,E1,E1	BTD,SIRT4
GO Molecular Function	GO:0071535	RING-like zinc finger domain binding	187	2.834568e-3	1.000000e+0	6.323967e-2	4.393952e+0	1.365513e+0	6	1.101931e-4	4.841833e-4	588	1.409483e-1	1.000000e+0	1.000000e+0	1.631973e+0	2.451022e+0	4	4	3.519268e-4	1.000000e+0	E1,E1,E1,E1,E1,E1	BMI1,MAFK,RNF2,UBE2I
GO Molecular Function	GO:0033558	protein deacetylase activity	188	2.857930e-3	1.000000e+0	6.342172e-2	1.441492e+0	4.578589e+1	66	3.694794e-3	5.326017e-3	51	1.108200e-7	4.623410e-4	9.065511e-6	1.559440e+0	2.757399e+1	43	45	3.783213e-3	9.555556e-1	E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1	ARID4A,ARID4B,ATXN3L,BRMS1,BRMS1L,CHD3,CHD4,HDAC1,HDAC10,HDAC11,HDAC2,HDAC3,HDAC4,HDAC5,HDAC6,HDAC7,HDAC8,HDAC9,HMG20B,KDM1A,MBD3,MIER1,MIER2,MTA2,MTA3,NACC2,PHF21A,RBBP4,RBBP7,RCOR1,REST,SAP18,SAP30,SAP30L,SIN3A,SIN3B,SIRT1,SIRT2,SIRT3,SIRT5,SIRT6,SIRT7,SUDS3
GO Molecular Function	GO:0097003	adipokinetic hormone receptor activity	189	2.932478e-3	1.000000e+0	6.473174e-2	5.269639e+0	9.488316e-1	5	7.656808e-5	4.034861e-4	996	3.754564e-1	1.000000e+0	1.000000e+0	1.631973e+0	1.225511e+0	2	2	1.759634e-4	1.000000e+0	E1,E1,E1,E1,E1	ADIPOR1,ADIPOR2
GO Molecular Function	GO:0030369	ICAM-3 receptor activity	190	2.986838e-3	1.000000e+0	6.558467e-2	5.246792e+0	9.529632e-1	5	7.690148e-5	4.034861e-4	725	2.300473e-1	1.000000e+0	1.000000e+0	1.631973e+0	1.838266e+0	3	3	2.639451e-4	1.000000e+0	E1,E1,E1,E1,E1	CLEC4M,ITGAL,ITGB2
GO Molecular Function	GO:1904265	ubiquitin-specific protease activity involved in negative regulation of retrograde protein transport, ER to cytosol	191	2.988800e-3	1.000000e+0	6.528415e-2	2.519399e+1	7.938401e-2	2	6.406069e-6	1.613944e-4	1514	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1	YOD1
GO Molecular Function	GO:0008455	alpha-1,6-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity	192	3.030215e-3	1.000000e+0	6.584405e-2	2.501657e+1	7.994701e-2	2	6.451502e-6	1.613944e-4	1514	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1	MGAT2
